BLC_ID;BLC_NAME;NADSKUPINA_ID;NADSKUPINA_NAME;SPU_ID;SPU_NAME;PU_ID;PU_NAME;POL_ID;POL_NAME;PRG_ID;PRG_NAME;POD_ID;POD_NAME;SP2013
A;Bilanca odhodkov;1;NEVLADNI PRORAÈUNSKI UPORABNIKI;11;PREDSEDNIK REPUBLIKE SLOVENIJE;1111;Predsednik Republike Slovenije;01;POLITIÈNI SISTEM;0101;Politièni sistem;010101;Dejavnost predsednika Republike Slovenije;2411189,36
A;Bilanca odhodkov;1;NEVLADNI PRORAÈUNSKI UPORABNIKI;11;PREDSEDNIK REPUBLIKE SLOVENIJE;1111;Predsednik Republike Slovenije;01;POLITIÈNI SISTEM;0101;Politièni sistem;010102;Dejavnost bivšega predsednika Republike Slovenije;41750
A;Bilanca odhodkov;1;NEVLADNI PRORAÈUNSKI UPORABNIKI;121;DRŽAVNI ZBOR;1211;Državni zbor;01;POLITIÈNI SISTEM;0101;Politièni sistem;010103;Dejavnost državnega zbora;23675433
A;Bilanca odhodkov;1;NEVLADNI PRORAÈUNSKI UPORABNIKI;122;DRŽAVNI SVET;1212;Državni svet;01;POLITIÈNI SISTEM;0101;Politièni sistem;010104;Dejavnost državnega sveta;2074028
A;Bilanca odhodkov;1;NEVLADNI PRORAÈUNSKI UPORABNIKI;123;DRŽAVNA VOLILNA KOMISIJA;1213;Državna volilna komisija;01;POLITIÈNI SISTEM;0101;Politièni sistem;010105;Izvedba in nadzor volitev in referendumov;2483323
A;Bilanca odhodkov;1;NEVLADNI PRORAÈUNSKI UPORABNIKI;124;VARUH ÈLOVEKOVIH PRAVIC;1214;Varuh èlovekovih pravic;01;POLITIÈNI SISTEM;0102;Varstvo ustavnosti, nadzor pravne države in èlovekovih pravic;010203;Odprava in prepreèevanje kršitev èlovekovih pravic;1893500
A;Bilanca odhodkov;1;NEVLADNI PRORAÈUNSKI UPORABNIKI;124;VARUH ÈLOVEKOVIH PRAVIC;1214;Varuh èlovekovih pravic;01;POLITIÈNI SISTEM;0102;Varstvo ustavnosti, nadzor pravne države in èlovekovih pravic;010206;Izvajanje opcijskega sporazuma;123277
A;Bilanca odhodkov;1;NEVLADNI PRORAÈUNSKI UPORABNIKI;125;INFORMACIJSKI POOBLAŠÈENEC;1215;Informacijski pooblašèenec;01;POLITIÈNI SISTEM;0102;Varstvo ustavnosti, nadzor pravne države in èlovekovih pravic;010205;Dostop do informacij javnega znaèaja;1346119,58
A;Bilanca odhodkov;1;NEVLADNI PRORAÈUNSKI UPORABNIKI;127;NACIONALNA AGENCIJA RS ZA KAKOVOST V VISOKEM ŠOLSTVU;1217;Nacionalna agencija RS za kakovost v visokem šolstvu;19;IZOBRAŽEVANJE IN ŠPORT;1905;Višje in visokošolsko izobraževanje;190503;Spodbujanje kakovosti v visokem šolstvu;3039508
A;Bilanca odhodkov;1;NEVLADNI PRORAÈUNSKI UPORABNIKI;131;USTAVNO SODIŠÈE;1311;Ustavno sodišèe;01;POLITIÈNI SISTEM;0102;Varstvo ustavnosti, nadzor pravne države in èlovekovih pravic;010202;Dejavnost ustavnega sodišèa;3968040
A;Bilanca odhodkov;1;NEVLADNI PRORAÈUNSKI UPORABNIKI;132;RAÈUNSKO SODIŠÈE;1312;Raèunsko sodišèe;02;EKONOMSKA IN JAVNOFINANÈNA POLITIKA;0203;Fiskalni nadzor;020301;Dejavnost raèunskega sodišèa;5436253
A;Bilanca odhodkov;1;NEVLADNI PRORAÈUNSKI UPORABNIKI;134;DRŽAVNA REVIZIJSKA KOMISIJA;1314;Državna revizijska komisija;02;EKONOMSKA IN JAVNOFINANÈNA POLITIKA;0203;Fiskalni nadzor;020302;Pravno varstvo in nadzor v postopkih oddaje javnih naroèil;1132634,73
A;Bilanca odhodkov;1;NEVLADNI PRORAÈUNSKI UPORABNIKI;135;KOMISIJA ZA PREPREÈEVANJE KORUPCIJE;1315;Komisija za prepreèevanje korupcije;01;POLITIÈNI SISTEM;0102;Varstvo ustavnosti, nadzor pravne države in èlovekovih pravic;010204;Odprava in prepreèevanje koruptivnih dejanj;1643617
A;Bilanca odhodkov;1;NEVLADNI PRORAÈUNSKI UPORABNIKI;136;AGENCIJA ZA UPRAVLJANJE KAPITALSKIH NALOŽB RS;1316;Agencija za upravljanje kapitalskih naložb RS;14;PODJETNIŠTVO IN KONKURENÈNOST;1406;Podpora prestrukturiranju finanènih in nefinanènih družb;140601;Upravljanje s kapitalskimi naložbami Republike Slovenije;731590,02
A;Bilanca odhodkov;1;NEVLADNI PRORAÈUNSKI UPORABNIKI;39;SLOVENSKA AKADEMIJA ZNANOSTI IN UMETNOSTI;3911;Slovenska akademija znanosti in umetnosti;05;ZNANOST IN INFORMACIJSKA DRUŽBA;0502;Znanstveno raziskovalna dejavnost;050203;Znanstveno raziskovalna dejavnost Slovenske akademije znanosti in umetnosti;360000
A;Bilanca odhodkov;1;NEVLADNI PRORAÈUNSKI UPORABNIKI;39;SLOVENSKA AKADEMIJA ZNANOSTI IN UMETNOSTI;3911;Slovenska akademija znanosti in umetnosti;05;ZNANOST IN INFORMACIJSKA DRUŽBA;0503;Èloveški viri v podporo znanosti;050301;Podporna dejavnost Slovenske akademije znanosti in umetnosti;1427159
A;Bilanca odhodkov;1;NEVLADNI PRORAÈUNSKI UPORABNIKI;39;SLOVENSKA AKADEMIJA ZNANOSTI IN UMETNOSTI;3911;Slovenska akademija znanosti in umetnosti;05;ZNANOST IN INFORMACIJSKA DRUŽBA;0503;Èloveški viri v podporo znanosti;050304;Èlanske nagrade akademikom;1756533
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;14;KABINET PREDSEDNIKA VLADE;1411;Kabinet predsednika vlade;01;POLITIÈNI SISTEM;0103;Podpora delovanju vlade;010301;Delovanje predsednika vlade;1537108
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;15;VLADNE SLUŽBE;1511;Generalni sekretariat vlade;01;POLITIÈNI SISTEM;0101;Politièni sistem;010106;Sofinanciranje strank;3197482
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;15;VLADNE SLUŽBE;1511;Generalni sekretariat vlade;01;POLITIÈNI SISTEM;0103;Podpora delovanju vlade;010302;Delovanje vlade;5990147
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;15;VLADNE SLUŽBE;1511;Generalni sekretariat vlade;01;POLITIÈNI SISTEM;0103;Podpora delovanju vlade;010303;Delo strokovnih svetov vlade;55670
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;15;VLADNE SLUŽBE;1511;Generalni sekretariat vlade;01;POLITIÈNI SISTEM;0103;Podpora delovanju vlade;010304;Izvedba protokolarnih dogodkov;4461000
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;15;VLADNE SLUŽBE;1512;Protokol v vladi Republike Slovenije;01;POLITIÈNI SISTEM;0103;Podpora delovanju vlade;010304;Izvedba protokolarnih dogodkov;1417203
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;15;VLADNE SLUŽBE;1518;Urad vlade za komuniciranje;01;POLITIÈNI SISTEM;0103;Podpora delovanju vlade;010305;Komuniciranje z domaèimi in tujimi javnostmi;5713965,86
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;15;VLADNE SLUŽBE;1535;Urad za varovanje tajnih podatkov;08;NOTRANJE ZADEVE IN VARNOST;0803;Obvešèevalno-varnostna dejavnost;080302;Varovanje tajnih podatkov;526789
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;152;SLOVENSKA OBVEŠÈEVALNO-VARNOSTNA AGENCIJA;1524;Slovenska obvešèevalno - varnostna agencija;08;NOTRANJE ZADEVE IN VARNOST;0803;Obvešèevalno-varnostna dejavnost;080301;Obvešèevalno varnostna dejavnost;13559581
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;154;URAD VLADE RS ZA SLOVENCE V ZAMEJSTVU IN PO SVETU;1537;Urad Vlade RS za Slovence v zamejstvu in po svetu;18;KULTURA IN CIVILNA DRUŽBA;1804;Podpora nevladnim organizacijam in civilni družbi;180401;Podpora Slovencem v zamejstvu in po svetu;10063917
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;155;SLUŽBA VLADE ZA ZAKONODAJO;1517;Služba vlade za zakonodajo;01;POLITIÈNI SISTEM;0102;Varstvo ustavnosti, nadzor pravne države in èlovekovih pravic;010201;Priprava in nadzor zakonov in drugih pravnih aktov;2142292,18
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;156;STATISTIÈNI URAD REPUBLIKE SLOVENIJE;1522;Statistièni urad Republike Slovenije;02;EKONOMSKA IN JAVNOFINANÈNA POLITIKA;0202;Podlage ekonomske in razvojne politike ter priprava makroekonomskih analiz in napovedi;020201;Statistièna raziskovanja;12717967,76
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;159;URAD RS ZA MAKROEKONOMSKE ANALIZE IN RAZVOJ;1532;Urad RS za makroekonomske analize in razvoj;02;EKONOMSKA IN JAVNOFINANÈNA POLITIKA;0202;Podlage ekonomske in razvojne politike ter priprava makroekonomskih analiz in napovedi;020202;Priprava analiz in napovedi;2314725,3
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;16;MINISTRSTVO ZA FINANCE;1611;Ministrstvo za finance;02;EKONOMSKA IN JAVNOFINANÈNA POLITIKA;0201;Urejanje javnofinanène politike;020101;Izvajanje in urejanje javnofinanène politike;27965635,41
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;16;MINISTRSTVO ZA FINANCE;1611;Ministrstvo za finance;02;EKONOMSKA IN JAVNOFINANÈNA POLITIKA;0203;Fiskalni nadzor;020303;Javnopravne evidence in nadzor revidiranja;3905233
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;16;MINISTRSTVO ZA FINANCE;1611;Ministrstvo za finance;03;ZUNANJA POLITIKA IN MEDNARODNO RAZVOJNO SODELOVANJE;0303;Mednarodno razvojno sodelovanje in humanitarna pomoè;030302;Èlanstvo v mednarodnih institucijah;22600
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;16;MINISTRSTVO ZA FINANCE;1611;Ministrstvo za finance;03;ZUNANJA POLITIKA IN MEDNARODNO RAZVOJNO SODELOVANJE;0303;Mednarodno razvojno sodelovanje in humanitarna pomoè;030303;Razvojno sodelovanje in mednarodna pomoè;4726500
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;16;MINISTRSTVO ZA FINANCE;1611;Ministrstvo za finance;03;ZUNANJA POLITIKA IN MEDNARODNO RAZVOJNO SODELOVANJE;0303;Mednarodno razvojno sodelovanje in humanitarna pomoè;030305;Izvajanje Sporazuma o vprašanjih nasledstva;1310000
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;16;MINISTRSTVO ZA FINANCE;1611;Ministrstvo za finance;06;LOKALNA SAMOUPRAVA;0604;Koordinacija razvoja regij;060401;Regionalni razvoj;36626,33
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;16;MINISTRSTVO ZA FINANCE;1611;Ministrstvo za finance;09;PRAVOSODJE;0906;Poprava preteklih krivic;090601;Poprava krivic in odškodnine;6765144
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;16;MINISTRSTVO ZA FINANCE;1611;Ministrstvo za finance;14;PODJETNIŠTVO IN KONKURENÈNOST;1404;Spodbujanje tujih investicij in odprtosti gospodarstva;140403;Spodbujanje izvoza;5200080
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;16;MINISTRSTVO ZA FINANCE;1611;Ministrstvo za finance;14;PODJETNIŠTVO IN KONKURENÈNOST;1406;Podpora prestrukturiranju finanènih in nefinanènih družb;140602;Poroštva in jamstva ;436810
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;16;MINISTRSTVO ZA FINANCE;1611;Ministrstvo za finance;14;PODJETNIŠTVO IN KONKURENÈNOST;1406;Podpora prestrukturiranju finanènih in nefinanènih družb;140603;Upravljanje s finanènim premoženjem;1287462,64
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;16;MINISTRSTVO ZA FINANCE;1611;Ministrstvo za finance;21;POKOJNINSKO VARSTVO;2101;Pokojnine;210101;Izplaèevanje pravic;1331150047
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;16;MINISTRSTVO ZA FINANCE;1611;Ministrstvo za finance;22;SERVISIRANJE JAVNEGA DOLGA;2201;Servisiranje domaèega dolga;220102;Servisiranje obresti iz naslova domaèega dolga;657442409,1
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;16;MINISTRSTVO ZA FINANCE;1611;Ministrstvo za finance;22;SERVISIRANJE JAVNEGA DOLGA;2202;Servisiranje tujega dolga;220202;Servisiranje obresti iz naslova tujega dolga;41321302,81
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;16;MINISTRSTVO ZA FINANCE;1611;Ministrstvo za finance;22;SERVISIRANJE JAVNEGA DOLGA;2203;Stroški financiranja in upravljanja z dolgom;220301;Stroški financiranja in upravljanja z dolgom;4127748
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;16;MINISTRSTVO ZA FINANCE;1611;Ministrstvo za finance;23;INTERVENCIJSKI PROGRAMI IN OBVEZNOSTI;2301;Splošna proraèunska rezervacija;230101;Tekoèa proraèunska rezerva;25000000
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;16;MINISTRSTVO ZA FINANCE;1611;Ministrstvo za finance;23;INTERVENCIJSKI PROGRAMI IN OBVEZNOSTI;2302;Posebna proraèunska rezerva in programi pomoèi v primerih nesreè;230201;Rezerva Republike Slovenije;18896559
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;16;MINISTRSTVO ZA FINANCE;1611;Ministrstvo za finance;24;PLAÈILA V EVROPSKO UNIJO;2401;Finanèna stabilnost in plaèila sredstev v proraèun Evropske unije;240101;Plaèilo prispevka v proraèun EU;413100000
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;16;MINISTRSTVO ZA FINANCE;1612;Davèna uprava RS;02;EKONOMSKA IN JAVNOFINANÈNA POLITIKA;0204;Davèna in carinska administracija;020401;Davèna administracija;93663790
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;16;MINISTRSTVO ZA FINANCE;1612;Davèna uprava RS;18;KULTURA IN CIVILNA DRUŽBA;1804;Podpora nevladnim organizacijam in civilni družbi;180407;Donacije za upravièence dela dohodnine;4000000
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;16;MINISTRSTVO ZA FINANCE;1613;Carinska uprava RS;02;EKONOMSKA IN JAVNOFINANÈNA POLITIKA;0204;Davèna in carinska administracija;020402;Carinska administracija;55355083
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;16;MINISTRSTVO ZA FINANCE;1615;Urad RS za prepreèevanje pranja denarja;02;EKONOMSKA IN JAVNOFINANÈNA POLITIKA;0203;Fiskalni nadzor;020305;Nadzor nad prepreèevanjem pranja denarja;565735
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;16;MINISTRSTVO ZA FINANCE;1617;Urad RS za nadzor prirejanja iger na sreèo;02;EKONOMSKA IN JAVNOFINANÈNA POLITIKA;0203;Fiskalni nadzor;020304;Nadzor nad klasiènimi in posebnimi igrami na sreèo;1097364
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;16;MINISTRSTVO ZA FINANCE;1618;Uprava RS za javna plaèila;02;EKONOMSKA IN JAVNOFINANÈNA POLITIKA;0201;Urejanje javnofinanène politike;020102;Plaèilne storitve za proraèunske uporabnike;6090704
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;16;MINISTRSTVO ZA FINANCE;1619;Urad RS za nadzor proraèuna;02;EKONOMSKA IN JAVNOFINANÈNA POLITIKA;0203;Fiskalni nadzor;020306;Notranji nadzor, preverjanje porabe proraèuna ter revizija;2474155
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;16;MINISTRSTVO ZA FINANCE;1619;Urad RS za nadzor proraèuna;06;LOKALNA SAMOUPRAVA;0604;Koordinacija razvoja regij;060401;Regionalni razvoj;24300
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;17;MINISTRSTVO ZA NOTRANJE ZADEVE;1711;Ministrstvo za notranje zadeve;08;NOTRANJE ZADEVE IN VARNOST;0801;Urejanje sistema in podporne dejavnosti na podroèju notranjih zadev;080101;Urejanje sistema notranjih zadev;22722106
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;17;MINISTRSTVO ZA NOTRANJE ZADEVE;1711;Ministrstvo za notranje zadeve;08;NOTRANJE ZADEVE IN VARNOST;0801;Urejanje sistema in podporne dejavnosti na podroèju notranjih zadev;080102;Upravne notranje zadeve;809000
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;17;MINISTRSTVO ZA NOTRANJE ZADEVE;1711;Ministrstvo za notranje zadeve;08;NOTRANJE ZADEVE IN VARNOST;0804;Migracije in mednarodna zašèita;080401;Migracije, mednarodna zašèita in integracija;3025461
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;17;MINISTRSTVO ZA NOTRANJE ZADEVE;1711;Ministrstvo za notranje zadeve;18;KULTURA IN CIVILNA DRUŽBA;1804;Podpora nevladnim organizacijam in civilni družbi;180402;Podpora manjšinam;4650982
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;17;MINISTRSTVO ZA NOTRANJE ZADEVE;1714;Policija;08;NOTRANJE ZADEVE IN VARNOST;0802;Policijska in kriminalistièna dejavnost;080201;Javni red in splošna varnosti ljudi in premoženja;221856168,4
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;17;MINISTRSTVO ZA NOTRANJE ZADEVE;1714;Policija;08;NOTRANJE ZADEVE IN VARNOST;0802;Policijska in kriminalistièna dejavnost;080202;Kriminalistièna dejavnost;6622734
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;17;MINISTRSTVO ZA NOTRANJE ZADEVE;1714;Policija;08;NOTRANJE ZADEVE IN VARNOST;0802;Policijska in kriminalistièna dejavnost;080203;Zunanja meja in izvajanje predpisov o tujcih;71974527,85
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;17;MINISTRSTVO ZA NOTRANJE ZADEVE;1715;Inšpektorat RS za notranje zadeve;08;NOTRANJE ZADEVE IN VARNOST;0801;Urejanje sistema in podporne dejavnosti na podroèju notranjih zadev;080103;Nadzor na podroèju notranjih zadev;759100
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;18;MINISTRSTVO ZA ZUNANJE ZADEVE;1811;Ministrstvo za zunanje zadeve;03;ZUNANJA POLITIKA IN MEDNARODNO RAZVOJNO SODELOVANJE;0301;Politièna diplomacija in konzularne storitve;030101;Izvajanje zunanje politike;21552687
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;18;MINISTRSTVO ZA ZUNANJE ZADEVE;1811;Ministrstvo za zunanje zadeve;03;ZUNANJA POLITIKA IN MEDNARODNO RAZVOJNO SODELOVANJE;0301;Politièna diplomacija in konzularne storitve;030102;Multilateralno sodelovanje;11539528
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;18;MINISTRSTVO ZA ZUNANJE ZADEVE;1811;Ministrstvo za zunanje zadeve;03;ZUNANJA POLITIKA IN MEDNARODNO RAZVOJNO SODELOVANJE;0301;Politièna diplomacija in konzularne storitve;030103;Predstavljanje Republike Slovenije v tujini;38090776
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;18;MINISTRSTVO ZA ZUNANJE ZADEVE;1811;Ministrstvo za zunanje zadeve;03;ZUNANJA POLITIKA IN MEDNARODNO RAZVOJNO SODELOVANJE;0302;Gospodarska diplomacija;030201;Gospodarsko sodelovanje;4671351
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;18;MINISTRSTVO ZA ZUNANJE ZADEVE;1811;Ministrstvo za zunanje zadeve;03;ZUNANJA POLITIKA IN MEDNARODNO RAZVOJNO SODELOVANJE;0302;Gospodarska diplomacija;030202;Promocija slovenskega gospodarstva za tuje trge;289000
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;18;MINISTRSTVO ZA ZUNANJE ZADEVE;1811;Ministrstvo za zunanje zadeve;03;ZUNANJA POLITIKA IN MEDNARODNO RAZVOJNO SODELOVANJE;0303;Mednarodno razvojno sodelovanje in humanitarna pomoè;030301;Medinstitucionalno sodelovanje;129670,03
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;18;MINISTRSTVO ZA ZUNANJE ZADEVE;1811;Ministrstvo za zunanje zadeve;03;ZUNANJA POLITIKA IN MEDNARODNO RAZVOJNO SODELOVANJE;0303;Mednarodno razvojno sodelovanje in humanitarna pomoè;030303;Razvojno sodelovanje in mednarodna pomoè;9908503
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;18;MINISTRSTVO ZA ZUNANJE ZADEVE;1811;Ministrstvo za zunanje zadeve;18;KULTURA IN CIVILNA DRUŽBA;1803;Programi v kulturi in mediji;180303;Mednarodno sodelovanje na podroèju kulture;91959
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;19;MINISTRSTVO ZA OBRAMBO;1911;Ministrstvo za obrambo;05;ZNANOST IN INFORMACIJSKA DRUŽBA;0504;Podpora tehnološkim razvojnim projektom;050405;Razvoj tehniènih zmogljivosti na podroèju obrambe;768357
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;19;MINISTRSTVO ZA OBRAMBO;1911;Ministrstvo za obrambo;07;OBRAMBA IN ZAŠÈITA;0701;Upravljanje obrambnega sistema in krizno upravljanje;070101;Skupne obrambne funkcije in obrambno naèrtovanje;28332060
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;19;MINISTRSTVO ZA OBRAMBO;1911;Ministrstvo za obrambo;07;OBRAMBA IN ZAŠÈITA;0701;Upravljanje obrambnega sistema in krizno upravljanje;070102;Mednarodno obrambno sodelovanje;8118524
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;19;MINISTRSTVO ZA OBRAMBO;1911;Ministrstvo za obrambo;07;OBRAMBA IN ZAŠÈITA;0701;Upravljanje obrambnega sistema in krizno upravljanje;070103;Oprema in infrastruktura;7071492
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;19;MINISTRSTVO ZA OBRAMBO;1912;Uprava RS za zašèito in reševanje;07;OBRAMBA IN ZAŠÈITA;0703;Varstvo pred naravnimi in drugimi nesreèami;070301;Delovanje sistema za zašèito, reševanje in pomoè;13627039
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;19;MINISTRSTVO ZA OBRAMBO;1912;Uprava RS za zašèito in reševanje;07;OBRAMBA IN ZAŠÈITA;0703;Varstvo pred naravnimi in drugimi nesreèami;070302;Pripravljenost sistema za zašèito, reševanje in pomoè;16957138
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;19;MINISTRSTVO ZA OBRAMBO;1913;Inšpektorat RS za varstvo pred naravnimi in drugimi nesreèami;07;OBRAMBA IN ZAŠÈITA;0703;Varstvo pred naravnimi in drugimi nesreèami;070303;Inšpekcijske in prekrškovne naloge;2297681
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;19;MINISTRSTVO ZA OBRAMBO;1914;Generalštab Slovenske vojske;07;OBRAMBA IN ZAŠÈITA;0702;Vojaška obramba;070201;Upravljanje, izobraževanje in oskrba kadrov slovenske vojske;227484654
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;19;MINISTRSTVO ZA OBRAMBO;1914;Generalštab Slovenske vojske;07;OBRAMBA IN ZAŠÈITA;0702;Vojaška obramba;070202;Operativno delovanje in pripravljenost slovenske vojske;53738201
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;19;MINISTRSTVO ZA OBRAMBO;1914;Generalštab Slovenske vojske;07;OBRAMBA IN ZAŠÈITA;0702;Vojaška obramba;070203;Infrastruktura in opremljenost slovenske vojske;11250023
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;19;MINISTRSTVO ZA OBRAMBO;1914;Generalštab Slovenske vojske;07;OBRAMBA IN ZAŠÈITA;0702;Vojaška obramba;070204;Èlanstvo v mednarodnih organizacijah in sodelovanje z domaèim okoljem;8152986
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;19;MINISTRSTVO ZA OBRAMBO;1915;Inšpektorat RS za obrambo;07;OBRAMBA IN ZAŠÈITA;0701;Upravljanje obrambnega sistema in krizno upravljanje;070104;Nadzor na podroèju obrambe;777823
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;203;MINISTRSTVO ZA PRAVOSODJE IN JAVNO UPRAVO;2030;Ministrstvo za pravosodje in javno upravo;04;SPLOŠNE JAVNE STORITVE IN SKUPNE ADMINISTRATIVNE SLUŽBE;0401;E-upravljanje in informacijska infrastruktura;040101;Centralna informacijska infrastruktura in telekomunikacijska tehnologija;25432370,54
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;203;MINISTRSTVO ZA PRAVOSODJE IN JAVNO UPRAVO;2030;Ministrstvo za pravosodje in javno upravo;04;SPLOŠNE JAVNE STORITVE IN SKUPNE ADMINISTRATIVNE SLUŽBE;0401;E-upravljanje in informacijska infrastruktura;040102;Razvoj storitev javne uprave;7742948,85
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;203;MINISTRSTVO ZA PRAVOSODJE IN JAVNO UPRAVO;2030;Ministrstvo za pravosodje in javno upravo;04;SPLOŠNE JAVNE STORITVE IN SKUPNE ADMINISTRATIVNE SLUŽBE;0402;Ravnanje s stvarnim premoženjem;040201;Prostorski in drugi pogoji za delo državnih organov;14019521,17
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;203;MINISTRSTVO ZA PRAVOSODJE IN JAVNO UPRAVO;2030;Ministrstvo za pravosodje in javno upravo;04;SPLOŠNE JAVNE STORITVE IN SKUPNE ADMINISTRATIVNE SLUŽBE;0402;Ravnanje s stvarnim premoženjem;040202;Upravljanje stanovanj, poèitniških enot in garaž;1520371,13
A;Bilanca odhodkov;2;VLADNI PRORAÈUNSKI UPORABNIKI;203;MINISTRSTVO ZA PRAVOSODJE IN JAVNO UPRAVO;2030;Ministrstvo za pravosodje in javno upravo;04;SPLOŠNE JAVNE STORITVE IN SKUPNE ADMINISTRATIVNE SLUŽBE;0402;Ravnanje s stvarnim premoženjem;040203;Prostorski in drugi pogoji za delo pravosodnih organov;8232382,85
