BLC_ID;BLC_NAME;NADSKUPINA_ID;NADSKUPINA_NAME;SPU_ID;SPU_NAME;PU_ID;PU_NAME;POL_ID;POL_NAME;PRG_ID;PRG_NAME;POD_ID;POD_NAME;SP2013
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;42;VIŠJA IN OKROŽNA SODIŠÈA;4212;Višje sodišèe Koper;09;PRAVOSODJE;0902;Delovanje sodišè;090201;Sodni postopki;2139982
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;42;VIŠJA IN OKROŽNA SODIŠÈA;4212;Višje sodišèe Koper;09;PRAVOSODJE;0907;Alternativno reševanje sodnih sporov;090701;Alternativno reševanje sodnih sporov - podporne dejavnosti;521
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;42;VIŠJA IN OKROŽNA SODIŠÈA;4213;Višje sodišèe Ljubljana;09;PRAVOSODJE;0902;Delovanje sodišè;090201;Sodni postopki;7728049
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;42;VIŠJA IN OKROŽNA SODIŠÈA;4213;Višje sodišèe Ljubljana;09;PRAVOSODJE;0907;Alternativno reševanje sodnih sporov;090701;Alternativno reševanje sodnih sporov - podporne dejavnosti;4988
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;42;VIŠJA IN OKROŽNA SODIŠÈA;4214;Višje sodišèe Maribor;09;PRAVOSODJE;0902;Delovanje sodišè;090201;Sodni postopki;4045388
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;42;VIŠJA IN OKROŽNA SODIŠÈA;4214;Višje sodišèe Maribor;09;PRAVOSODJE;0907;Alternativno reševanje sodnih sporov;090701;Alternativno reševanje sodnih sporov - podporne dejavnosti;794
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;42;VIŠJA IN OKROŽNA SODIŠÈA;4215;Okrožno sodišèe v Celju;09;PRAVOSODJE;0902;Delovanje sodišè;090201;Sodni postopki;14398821
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;42;VIŠJA IN OKROŽNA SODIŠÈA;4215;Okrožno sodišèe v Celju;09;PRAVOSODJE;0902;Delovanje sodišè;090203;Brezplaèna pravna pomoè;505484
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;42;VIŠJA IN OKROŽNA SODIŠÈA;4215;Okrožno sodišèe v Celju;09;PRAVOSODJE;0907;Alternativno reševanje sodnih sporov;090701;Alternativno reševanje sodnih sporov - podporne dejavnosti;10699
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;42;VIŠJA IN OKROŽNA SODIŠÈA;4216;Okrožno sodišèe v Kopru;09;PRAVOSODJE;0902;Delovanje sodišè;090201;Sodni postopki;9357720,95
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;42;VIŠJA IN OKROŽNA SODIŠÈA;4216;Okrožno sodišèe v Kopru;09;PRAVOSODJE;0902;Delovanje sodišè;090203;Brezplaèna pravna pomoè;188576
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;42;VIŠJA IN OKROŽNA SODIŠÈA;4216;Okrožno sodišèe v Kopru;09;PRAVOSODJE;0907;Alternativno reševanje sodnih sporov;090701;Alternativno reševanje sodnih sporov - podporne dejavnosti;4957
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;42;VIŠJA IN OKROŽNA SODIŠÈA;4217;Okrožno sodišèe v Kranju;09;PRAVOSODJE;0902;Delovanje sodišè;090201;Sodni postopki;8607401
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;42;VIŠJA IN OKROŽNA SODIŠÈA;4217;Okrožno sodišèe v Kranju;09;PRAVOSODJE;0902;Delovanje sodišè;090203;Brezplaèna pravna pomoè;173813
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;42;VIŠJA IN OKROŽNA SODIŠÈA;4217;Okrožno sodišèe v Kranju;09;PRAVOSODJE;0907;Alternativno reševanje sodnih sporov;090701;Alternativno reševanje sodnih sporov - podporne dejavnosti;3245
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;42;VIŠJA IN OKROŽNA SODIŠÈA;4218;Okrožno sodišèe v Ljubljani;09;PRAVOSODJE;0902;Delovanje sodišè;090201;Sodni postopki;23311217,49
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;42;VIŠJA IN OKROŽNA SODIŠÈA;4218;Okrožno sodišèe v Ljubljani;09;PRAVOSODJE;0902;Delovanje sodišè;090203;Brezplaèna pravna pomoè;721899
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;42;VIŠJA IN OKROŽNA SODIŠÈA;4218;Okrožno sodišèe v Ljubljani;09;PRAVOSODJE;0907;Alternativno reševanje sodnih sporov;090701;Alternativno reševanje sodnih sporov - podporne dejavnosti;22331
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;42;VIŠJA IN OKROŽNA SODIŠÈA;4219;Okrožno sodišèe v Mariboru;09;PRAVOSODJE;0902;Delovanje sodišè;090201;Sodni postopki;14515456
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;42;VIŠJA IN OKROŽNA SODIŠÈA;4219;Okrožno sodišèe v Mariboru;09;PRAVOSODJE;0902;Delovanje sodišè;090203;Brezplaèna pravna pomoè;351220
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;42;VIŠJA IN OKROŽNA SODIŠÈA;4219;Okrožno sodišèe v Mariboru;09;PRAVOSODJE;0907;Alternativno reševanje sodnih sporov;090701;Alternativno reševanje sodnih sporov - podporne dejavnosti;9971
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;42;VIŠJA IN OKROŽNA SODIŠÈA;4220;Okrožno sodišèe v Murski Soboti;09;PRAVOSODJE;0902;Delovanje sodišè;090201;Sodni postopki;7201628
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;42;VIŠJA IN OKROŽNA SODIŠÈA;4220;Okrožno sodišèe v Murski Soboti;09;PRAVOSODJE;0902;Delovanje sodišè;090203;Brezplaèna pravna pomoè;199483
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;42;VIŠJA IN OKROŽNA SODIŠÈA;4220;Okrožno sodišèe v Murski Soboti;09;PRAVOSODJE;0907;Alternativno reševanje sodnih sporov;090701;Alternativno reševanje sodnih sporov - podporne dejavnosti;1715
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;42;VIŠJA IN OKROŽNA SODIŠÈA;4221;Okrožno sodišèe v Novi Gorici;09;PRAVOSODJE;0902;Delovanje sodišè;090201;Sodni postopki;6007513
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;42;VIŠJA IN OKROŽNA SODIŠÈA;4221;Okrožno sodišèe v Novi Gorici;09;PRAVOSODJE;0902;Delovanje sodišè;090203;Brezplaèna pravna pomoè;125681
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;42;VIŠJA IN OKROŽNA SODIŠÈA;4221;Okrožno sodišèe v Novi Gorici;09;PRAVOSODJE;0907;Alternativno reševanje sodnih sporov;090701;Alternativno reševanje sodnih sporov - podporne dejavnosti;4022
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;42;VIŠJA IN OKROŽNA SODIŠÈA;4222;Okrožno sodišèe v Novem mestu;09;PRAVOSODJE;0902;Delovanje sodišè;090201;Sodni postopki;5415102
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;42;VIŠJA IN OKROŽNA SODIŠÈA;4222;Okrožno sodišèe v Novem mestu;09;PRAVOSODJE;0902;Delovanje sodišè;090203;Brezplaèna pravna pomoè;103027
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;42;VIŠJA IN OKROŽNA SODIŠÈA;4222;Okrožno sodišèe v Novem mestu;09;PRAVOSODJE;0907;Alternativno reševanje sodnih sporov;090701;Alternativno reševanje sodnih sporov - podporne dejavnosti;2242
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;42;VIŠJA IN OKROŽNA SODIŠÈA;4223;Okrožno sodišèe v Krškem;09;PRAVOSODJE;0902;Delovanje sodišè;090201;Sodni postopki;4230123
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;42;VIŠJA IN OKROŽNA SODIŠÈA;4223;Okrožno sodišèe v Krškem;09;PRAVOSODJE;0902;Delovanje sodišè;090203;Brezplaèna pravna pomoè;189364
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;42;VIŠJA IN OKROŽNA SODIŠÈA;4223;Okrožno sodišèe v Krškem;09;PRAVOSODJE;0907;Alternativno reševanje sodnih sporov;090701;Alternativno reševanje sodnih sporov - podporne dejavnosti;2276
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;42;VIŠJA IN OKROŽNA SODIŠÈA;4224;Okrožno sodišèe na Ptuju;09;PRAVOSODJE;0902;Delovanje sodišè;090201;Sodni postopki;5089078
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;42;VIŠJA IN OKROŽNA SODIŠÈA;4224;Okrožno sodišèe na Ptuju;09;PRAVOSODJE;0902;Delovanje sodišè;090203;Brezplaèna pravna pomoè;142122
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;42;VIŠJA IN OKROŽNA SODIŠÈA;4224;Okrožno sodišèe na Ptuju;09;PRAVOSODJE;0907;Alternativno reševanje sodnih sporov;090701;Alternativno reševanje sodnih sporov - podporne dejavnosti;10302
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;42;VIŠJA IN OKROŽNA SODIŠÈA;4225;Okrožno sodišèe v Slovenj Gradcu;09;PRAVOSODJE;0902;Delovanje sodišè;090201;Sodni postopki;3471693
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;42;VIŠJA IN OKROŽNA SODIŠÈA;4225;Okrožno sodišèe v Slovenj Gradcu;09;PRAVOSODJE;0902;Delovanje sodišè;090203;Brezplaèna pravna pomoè;142831
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;42;VIŠJA IN OKROŽNA SODIŠÈA;4225;Okrožno sodišèe v Slovenj Gradcu;09;PRAVOSODJE;0907;Alternativno reševanje sodnih sporov;090701;Alternativno reševanje sodnih sporov - podporne dejavnosti;3179
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;42;VIŠJA IN OKROŽNA SODIŠÈA;4230;Okrajno sodišèe v Ljubljani;09;PRAVOSODJE;0902;Delovanje sodišè;090201;Sodni postopki;15376551
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;42;VIŠJA IN OKROŽNA SODIŠÈA;4230;Okrajno sodišèe v Ljubljani;09;PRAVOSODJE;0907;Alternativno reševanje sodnih sporov;090701;Alternativno reševanje sodnih sporov - podporne dejavnosti;2392
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;44;TOŽILSTVA;4411;Vrhovno državno tožilstvo RS;09;PRAVOSODJE;0903;Delovanje tožilstev;090301;Delovanje vrhovnega državnega tožilstva;2067656
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;44;TOŽILSTVA;4416;Okrožno državno tožilstvo v Celju;09;PRAVOSODJE;0903;Delovanje tožilstev;090302;Izvajanje funkcije pregona;1514012
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;44;TOŽILSTVA;4416;Okrožno državno tožilstvo v Celju;09;PRAVOSODJE;0907;Alternativno reševanje sodnih sporov;090702;Alternativno reševanje sodnih sporov - poravnave in odložen pregon;25000
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;44;TOŽILSTVA;4417;Okrožno državno tožilstvo v Kopru;09;PRAVOSODJE;0903;Delovanje tožilstev;090302;Izvajanje funkcije pregona;957893
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;44;TOŽILSTVA;4417;Okrožno državno tožilstvo v Kopru;09;PRAVOSODJE;0907;Alternativno reševanje sodnih sporov;090702;Alternativno reševanje sodnih sporov - poravnave in odložen pregon;10000
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;44;TOŽILSTVA;4418;Okrožno državno tožilstvo v Kranju;09;PRAVOSODJE;0903;Delovanje tožilstev;090302;Izvajanje funkcije pregona;831672
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;44;TOŽILSTVA;4418;Okrožno državno tožilstvo v Kranju;09;PRAVOSODJE;0907;Alternativno reševanje sodnih sporov;090702;Alternativno reševanje sodnih sporov - poravnave in odložen pregon;6000
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;44;TOŽILSTVA;4419;Okrožno državno tožilstvo v Ljubljani;09;PRAVOSODJE;0903;Delovanje tožilstev;090302;Izvajanje funkcije pregona;3473963
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;44;TOŽILSTVA;4419;Okrožno državno tožilstvo v Ljubljani;09;PRAVOSODJE;0907;Alternativno reševanje sodnih sporov;090702;Alternativno reševanje sodnih sporov - poravnave in odložen pregon;45000
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;44;TOŽILSTVA;4420;Okrožno državno tožilstvo v Mariboru;09;PRAVOSODJE;0903;Delovanje tožilstev;090302;Izvajanje funkcije pregona;1708112
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;44;TOŽILSTVA;4420;Okrožno državno tožilstvo v Mariboru;09;PRAVOSODJE;0907;Alternativno reševanje sodnih sporov;090702;Alternativno reševanje sodnih sporov - poravnave in odložen pregon;4250
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;44;TOŽILSTVA;4421;Okrožno državno tožilstvo v Murski Soboti;09;PRAVOSODJE;0903;Delovanje tožilstev;090302;Izvajanje funkcije pregona;845360
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;44;TOŽILSTVA;4421;Okrožno državno tožilstvo v Murski Soboti;09;PRAVOSODJE;0907;Alternativno reševanje sodnih sporov;090702;Alternativno reševanje sodnih sporov - poravnave in odložen pregon;3000
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;44;TOŽILSTVA;4422;Okrožno državno tožilstvo v Novi Gorici;09;PRAVOSODJE;0903;Delovanje tožilstev;090302;Izvajanje funkcije pregona;592496
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;44;TOŽILSTVA;4422;Okrožno državno tožilstvo v Novi Gorici;09;PRAVOSODJE;0907;Alternativno reševanje sodnih sporov;090702;Alternativno reševanje sodnih sporov - poravnave in odložen pregon;9540
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;44;TOŽILSTVA;4423;Okrožno državno tožilstvo v Novem mestu;09;PRAVOSODJE;0903;Delovanje tožilstev;090302;Izvajanje funkcije pregona;747466
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;44;TOŽILSTVA;4423;Okrožno državno tožilstvo v Novem mestu;09;PRAVOSODJE;0907;Alternativno reševanje sodnih sporov;090702;Alternativno reševanje sodnih sporov - poravnave in odložen pregon;8500
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;44;TOŽILSTVA;4424;Okrožno državno tožilstvo v Krškem;09;PRAVOSODJE;0903;Delovanje tožilstev;090302;Izvajanje funkcije pregona;716934
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;44;TOŽILSTVA;4424;Okrožno državno tožilstvo v Krškem;09;PRAVOSODJE;0907;Alternativno reševanje sodnih sporov;090702;Alternativno reševanje sodnih sporov - poravnave in odložen pregon;8300
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;44;TOŽILSTVA;4425;Okrožno državno tožilstvo na Ptuju;09;PRAVOSODJE;0903;Delovanje tožilstev;090302;Izvajanje funkcije pregona;688822
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;44;TOŽILSTVA;4425;Okrožno državno tožilstvo na Ptuju;09;PRAVOSODJE;0907;Alternativno reševanje sodnih sporov;090702;Alternativno reševanje sodnih sporov - poravnave in odložen pregon;3000
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;44;TOŽILSTVA;4426;Okrožno državno tožilstvo v Slovenj Gradcu;09;PRAVOSODJE;0903;Delovanje tožilstev;090302;Izvajanje funkcije pregona;506013
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;44;TOŽILSTVA;4426;Okrožno državno tožilstvo v Slovenj Gradcu;09;PRAVOSODJE;0907;Alternativno reševanje sodnih sporov;090702;Alternativno reševanje sodnih sporov - poravnave in odložen pregon;9629
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;44;TOŽILSTVA;4427;Državnotožilski svet;09;PRAVOSODJE;0903;Delovanje tožilstev;090303;Delovanje Državnotožilskega sveta;95249
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;44;TOŽILSTVA;4428;Specializirano državno tožilstvo Republike Slovenije;09;PRAVOSODJE;0903;Delovanje tožilstev;090302;Izvajanje funkcije pregona;1949712
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;44;TOŽILSTVA;4428;Specializirano državno tožilstvo Republike Slovenije;09;PRAVOSODJE;0907;Alternativno reševanje sodnih sporov;090702;Alternativno reševanje sodnih sporov - poravnave in odložen pregon;3000
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;454;DRŽAVNO PRAVOBRANILSTVO RS;4514;Državno pravobranilstvo RS;09;PRAVOSODJE;0904;Delovanje pravobranilstev;090401;Zastopanje Republike Slovenije in vodenje predhodnih postopkov;5538022
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;454;DRŽAVNO PRAVOBRANILSTVO RS;4514;Državno pravobranilstvo RS;09;PRAVOSODJE;0906;Poprava preteklih krivic;090601;Poprava krivic in odškodnine;1372050
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;46;UPRAVNO SODIŠÈE REPUBLIKE SLOVENIJE;4611;Upravno sodišèe Republike Slovenije;09;PRAVOSODJE;0902;Delovanje sodišè;090201;Sodni postopki;3183192
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;46;UPRAVNO SODIŠÈE REPUBLIKE SLOVENIJE;4611;Upravno sodišèe Republike Slovenije;09;PRAVOSODJE;0902;Delovanje sodišè;090203;Brezplaèna pravna pomoè;2106
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;50;DELOVNA IN SOCIALNA SODIŠÈA;5011;Višje delovno in socialno sodišèe;09;PRAVOSODJE;0902;Delovanje sodišè;090201;Sodni postopki;1366159
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;50;DELOVNA IN SOCIALNA SODIŠÈA;5011;Višje delovno in socialno sodišèe;09;PRAVOSODJE;0907;Alternativno reševanje sodnih sporov;090701;Alternativno reševanje sodnih sporov - podporne dejavnosti;521
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;50;DELOVNA IN SOCIALNA SODIŠÈA;5012;Delovno sodišèe v Celju;09;PRAVOSODJE;0902;Delovanje sodišè;090201;Sodni postopki;520162
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;50;DELOVNA IN SOCIALNA SODIŠÈA;5012;Delovno sodišèe v Celju;09;PRAVOSODJE;0902;Delovanje sodišè;090203;Brezplaèna pravna pomoè;35416
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;50;DELOVNA IN SOCIALNA SODIŠÈA;5012;Delovno sodišèe v Celju;09;PRAVOSODJE;0907;Alternativno reševanje sodnih sporov;090701;Alternativno reševanje sodnih sporov - podporne dejavnosti;730
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;50;DELOVNA IN SOCIALNA SODIŠÈA;5013;Delovno sodišèe v Kopru;09;PRAVOSODJE;0902;Delovanje sodišè;090201;Sodni postopki;570314
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;50;DELOVNA IN SOCIALNA SODIŠÈA;5013;Delovno sodišèe v Kopru;09;PRAVOSODJE;0902;Delovanje sodišè;090203;Brezplaèna pravna pomoè;9842
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;50;DELOVNA IN SOCIALNA SODIŠÈA;5013;Delovno sodišèe v Kopru;09;PRAVOSODJE;0907;Alternativno reševanje sodnih sporov;090701;Alternativno reševanje sodnih sporov - podporne dejavnosti;2801
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;50;DELOVNA IN SOCIALNA SODIŠÈA;5014;Delovno in socialno sodišèe v Ljubljani;09;PRAVOSODJE;0902;Delovanje sodišè;090201;Sodni postopki;3416619
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;50;DELOVNA IN SOCIALNA SODIŠÈA;5014;Delovno in socialno sodišèe v Ljubljani;09;PRAVOSODJE;0902;Delovanje sodišè;090203;Brezplaèna pravna pomoè;60846
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;50;DELOVNA IN SOCIALNA SODIŠÈA;5014;Delovno in socialno sodišèe v Ljubljani;09;PRAVOSODJE;0907;Alternativno reševanje sodnih sporov;090701;Alternativno reševanje sodnih sporov - podporne dejavnosti;7812
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;50;DELOVNA IN SOCIALNA SODIŠÈA;5015;Delovno sodišèe v Mariboru;09;PRAVOSODJE;0902;Delovanje sodišè;090201;Sodni postopki;1140565
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;50;DELOVNA IN SOCIALNA SODIŠÈA;5015;Delovno sodišèe v Mariboru;09;PRAVOSODJE;0902;Delovanje sodišè;090203;Brezplaèna pravna pomoè;48290
A;Bilanca odhodkov;3;PRAVOSODNI PRORAÈUNSKI UPORABNIKI;50;DELOVNA IN SOCIALNA SODIŠÈA;5015;Delovno sodišèe v Mariboru;09;PRAVOSODJE;0907;Alternativno reševanje sodnih sporov;090701;Alternativno reševanje sodnih sporov - podporne dejavnosti;4111
B;Raèun finanènih terjatev in naložb;2;VLADNI PRORAÈUNSKI UPORABNIKI;16;MINISTRSTVO ZA FINANCE;1611;Ministrstvo za finance;03;ZUNANJA POLITIKA IN MEDNARODNO RAZVOJNO SODELOVANJE;0303;Mednarodno razvojno sodelovanje in humanitarna pomoè;030304;Vplaèevanje kapitala in rezerv;150337000
B;Raèun finanènih terjatev in naložb;2;VLADNI PRORAÈUNSKI UPORABNIKI;16;MINISTRSTVO ZA FINANCE;1611;Ministrstvo za finance;09;PRAVOSODJE;0906;Poprava preteklih krivic;090601;Poprava krivic in odškodnine;154000
B;Raèun finanènih terjatev in naložb;2;VLADNI PRORAÈUNSKI UPORABNIKI;16;MINISTRSTVO ZA FINANCE;1611;Ministrstvo za finance;14;PODJETNIŠTVO IN KONKURENÈNOST;1404;Spodbujanje tujih investicij in odprtosti gospodarstva;140403;Spodbujanje izvoza;3980000
B;Raèun finanènih terjatev in naložb;2;VLADNI PRORAÈUNSKI UPORABNIKI;16;MINISTRSTVO ZA FINANCE;1611;Ministrstvo za finance;14;PODJETNIŠTVO IN KONKURENÈNOST;1406;Podpora prestrukturiranju finanènih in nefinanènih družb;140602;Poroštva in jamstva ;28433950,38
B;Raèun finanènih terjatev in naložb;2;VLADNI PRORAÈUNSKI UPORABNIKI;16;MINISTRSTVO ZA FINANCE;1611;Ministrstvo za finance;14;PODJETNIŠTVO IN KONKURENÈNOST;1406;Podpora prestrukturiranju finanènih in nefinanènih družb;140603;Upravljanje s finanènim premoženjem;2000000
B;Raèun finanènih terjatev in naložb;2;VLADNI PRORAÈUNSKI UPORABNIKI;213;MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO;2130;Ministrstvo za gospodarski razvoj in tehnologijo;06;LOKALNA SAMOUPRAVA;0603;Lokalno razvojna infrastruktura;060301;Lokalno razvojna infrastruktura;300000
B;Raèun finanènih terjatev in naložb;2;VLADNI PRORAÈUNSKI UPORABNIKI;213;MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO;2130;Ministrstvo za gospodarski razvoj in tehnologijo;14;PODJETNIŠTVO IN KONKURENÈNOST;1403;Spodbude za rast in razvoj podjetij;140301;Spodbude za novonastala podjetja in njihovo rast;100000
B;Raèun finanènih terjatev in naložb;2;VLADNI PRORAÈUNSKI UPORABNIKI;213;MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO;2130;Ministrstvo za gospodarski razvoj in tehnologijo;14;PODJETNIŠTVO IN KONKURENÈNOST;1403;Spodbude za rast in razvoj podjetij;140302;Podpora malim in srednjevelikim podjetjem;540000
B;Raèun finanènih terjatev in naložb;2;VLADNI PRORAÈUNSKI UPORABNIKI;213;MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO;2130;Ministrstvo za gospodarski razvoj in tehnologijo;14;PODJETNIŠTVO IN KONKURENÈNOST;1403;Spodbude za rast in razvoj podjetij;140304;Pospeševanje tehnološkega razvoja gospodarstva;32810000
B;Raèun finanènih terjatev in naložb;2;VLADNI PRORAÈUNSKI UPORABNIKI;213;MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO;2130;Ministrstvo za gospodarski razvoj in tehnologijo;14;PODJETNIŠTVO IN KONKURENÈNOST;1406;Podpora prestrukturiranju finanènih in nefinanènih družb;140604;Reševanje in prestrukturiranje podjetij v težavah;6250000
C;Raèun financiranja;2;VLADNI PRORAÈUNSKI UPORABNIKI;16;MINISTRSTVO ZA FINANCE;1611;Ministrstvo za finance;22;SERVISIRANJE JAVNEGA DOLGA;2201;Servisiranje domaèega dolga;220101;Servisiranje glavnic iz naslova domaèega dolga;1857437723
C;Raèun financiranja;2;VLADNI PRORAÈUNSKI UPORABNIKI;16;MINISTRSTVO ZA FINANCE;1611;Ministrstvo za finance;22;SERVISIRANJE JAVNEGA DOLGA;2202;Servisiranje tujega dolga;220201;Servisiranje glavnic iz naslova tujega dolga;7806088,79
